"Issue Type","Key","Created","Summary","Assignee","Reporter","Priority","Status","Resolution","Updated","Description"
"Ticket","DSH-5324","2025-02-24T14:05:08.929+0100","[FE,BE] - CFD - Incorrect flag for Canadian toll-free numbers [S]","Unassigned","Zendesk Support for Jira","Normal","Triaged","Unresolved","2025-04-11T16:36:03.128+0200","Hello team!  A customer has reported an issue where Canadian toll-free numbers are incorrectly displayed with a U.S. flag in the Call Flow Designer. Expected behaviourEach phone number should be displayed with the correct corresponding flag. Current behaviourCanadian toll-free numbers are incorrectly showing a U.S. flag. This issue does not affect Canadian fixed numbers. Steps to reproduce1. Assign a Canadian toll-free number to a test company.2. Access the Call Flow Designer  Company id: 297563MRR at risk: $51,00 / MonthlyLink to logsTime the problem occurred: We were able to replicate it, screenshots are attached. Could you take a look, please? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5319","2025-02-22T16:33:17.145+0100","FE - The agent's total wrap-up time is not displayed in Agent breakdown ","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:47:51.689+0200","What happened? In the Agent report tab, the agent’s total wrap-up time is not displayed in the table How to reproduce? Step by step. • Login to Analytics  • Open the Agent report tab  • Select the Avg. wrap-up time card  Expected behavior? In the table the total wrap-up time should be displayed Additional data: Company ID: 100735 Environment: dev"
"Bug","DSH-5318","2025-02-22T16:22:07.429+0100","FE - The Date filter in Analytics can be reset","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:47:52.272+0200","What happened? In Analytics the date filter can be reset How to reproduce? Step by step. • Login to Analytics  • Open the Call log  • Set a date filter  • Set a user filter  • Clear the filters  Expected behavior? Only the User filter should be reset Additional data: Company ID: 100735 Environment: dev"
"Bug","DSH-5317","2025-02-22T16:14:12.935+0100","FE - The month scale button is not disabled if time period shorter than a month is selected","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:47:52.830+0200","What happened? When a time period shorter than a month is set in the date filter, then the Month scale button is enabled How to reproduce? Step by step. • Login to Analytics  • Open the Call log tab  • In the date filter select a time frame of 2 weeks  Expected behavior? The “Month” scale button should be disabled Additional data: Company ID: 100735 Environment: dev"
"Bug","DSH-5316","2025-02-22T16:09:13.606+0100","FE - Last 30 days and Last 7 days are missing from Analytics date filter","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:47:53.381+0200","What happened? In Analytics the options Last 30 days and Last 7 days are missing How to reproduce? Step by step. • Login to Analytics  • Select the date filter  Expected behavior? The user should be able to select the Last 30 days or Last 7 days in the filter Additional data: Company ID: 100735 Environment: dev"
"Bug","DSH-5315","2025-02-22T15:40:37.525+0100","FE - New Lead should be displayed in Analytics and Dashboard if a contact is missing a name","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:47:54.139+0200","What happened? In Analytics and Dashboard for the cases when a contact does not have a name, the phone number of the contact is set as name in all tables How to reproduce? Step by step. • Make an inbound call to a phone number not associated with any existing contacts  • Open the Analytics  • Open the call log  Expected behavior? Contact’s name should be set to “New Lead” in the table Additional data: Company ID: 100735 Environment: dev"
"Ticket","DSH-5314","2025-02-21T19:05:32.479+0100","[AN] Agent Status Flickering on Real Time Tab","Jakub Gawroński","Zoltan Viragh","High","Open","Unresolved","2025-03-29T10:01:40.503+0100","Hi! What happened? • Client reported while on call with their CSM that occasionally the real time dashboard displays incorrect statuses - specifically it flickers between online and wrap up.  How to reproduce? Step by step. • Unable to.  Expected behavior? • The displayed status should be accurate and not flicker between different statuses.  Company id: 264457 MRR at risk:€8,900.00 Link to logs:N/A Affected user is a Supervisor:Muhamed Zogic 79022987707Extension: 1141ID: 416067 Recording: https://app.modjo.ai/call/eyJ0ZW5hbnROYW1lIjoiY2xvdWR0YWxrIiwidXVpZCI6ImU4MDU3ZTk3LTYxNDktNDc3Yi05NGQwLWE1ZTBkMDY5YjA3NSIsInNoYXJlcklkIjoyNzEsInNoYXJlck5hbWUiOiJVd2UgUGljaGxlciJ9?utm_medium=share_link_snippet&snippetId=7725  Issue occurs around 1:03 Marija Dragicevic and Maximilian Ludwig Winklbauer's statuses were jumping between on call (wrap up) and online, without user manually refreshing the page. Marija Dragicevic Extension: 1154 ID: 416101Last call at 14:39, she got on call at 15:23:08, according to the recording, her status should be ""on call"" instead of ""online"" or ""on call (wrap up). Maximilian Ludwig Winklbauer Extension: 1150 ID: 416093Last call at 14:59, agent got a call at 15:21:03, according to the recording, his status should be ""on call"" instead of  ""online"" or ""Idle (busy)"". Time the problem occurred: Feb 17th, 3:23pm CET Please see attached screenshots. Could you please take a look? Ps. Asked them to replicate and provide a har file. • Please see Zendesk Support tab for further comments and attachments."
"Bug","DSH-5312","2025-02-21T13:41:20.575+0100","Do not fetch from S3 deleted recordings when listing calls (GetDashboardHistoryCalls)","Unassigned","Roman Hartig","Normal","Icebox","Unresolved","2025-04-10T09:47:54.743+0200","What happened? We are getting false positive alerts from dd monitor when customer is listing his calls in new dashboard and some of the calls have deleted recordings. Dashboard-backend is getting HEAD 404 on requests to S3 recordings production bucket for calls which have recordings deleted. Monitor was temporarily tweaked to exclude those false positives until this ticket is fixed. (
  -@http.url_details.host:prod-cloudtalk-media.s3.eu-central-1.amazonaws.com 
  -@http.method:HEAD 
  -@http.status_code:404
)How to reproduce? Step by step. Go to any dashboard where some of the call have deleted recording or delete some and refresh the page. Expected behavior? Dashboard-backend should check in call_recordings mariadb table if the call has recording and don’t attempt to get them directly from S3. Additional data: Company ID: any Environment: dev/stage/prod AC: • monitor tweak removed as it won’t be needed because dashboard-backend is not asking for S3 recordings when call has it deleted"
"Bug","DSH-5311","2025-02-21T10:34:27.773+0100","Impersonation - Analytics can not be impersonated in companies without users","Unassigned","Teodor Lilov","Normal","Icebox","Unresolved","2025-04-10T09:47:55.349+0200","What happened? Impersonation fails for Analytics if the company does not have any uses. The request to api/company/settings fails with status code 401 and message Token validation failed  How to reproduce? Step by step. • Login to https://admin.dev.cloudtalk.io/  • Open the Impersonation tab  • Select company 100791  • Select Analytics  • Impersonate  Expected behavior? Analytics app should be accesses in impersonation mode Additional data: Company ID: 100791 Environment: dev‌"
"Ticket","DSH-5310","2025-02-20T22:12:16.402+0100","[AN] Problem with Agent Status Report","Jakub Gawroński","Zoltan Viragh","High","Triaged","Unresolved","2025-04-11T13:51:03.552+0200","Hi! Follow up to: https://cloudtalk.atlassian.net/browse/DSH-4724 Either the issue wasn't fixed or its back. What happened?Client reported the agent status breakdown is difficult to read and inconsistent (Doesn't make sense in some cases.) The agent status report is several instances is displaying agents to have been idle and online at the same time. Unfortunately, they saw screenshots of our internal ph admin agent status logs and are comparing those logs to the analytics logs, hence their complaints. How to reproduce? Step by step.Log into the desktop app.Stay online for a few minutes.Set yourself to idle.Stay in that state for a few minutes.Close the app. Check the status logs. You will be displayed as being online and idle at the same time during the same time period. Expected behavior? • When you go from online to idle your online status should have an end date/time logged at that moment. Instead for whatever reason it continues to track you as if you were online even during your idle status.  Company id: 104347 MRR at risk:€3 940,00 Link to logs:N/A Could you please take a look? Thank you! • Please see Zendesk Support tab for further comments and attachments."
"Ticket","DSH-5309","2025-02-20T20:53:29.408+0100","[Dashboard] Agent Creation Timing Out","Unassigned","Zoltan Viragh","Normal","Closed","Cannot Reproduce","2025-04-11T09:33:58.286+0200","Hi! What happened? • Client reported they were unable to create an agent via the new dashboard. They were however able to create the same agent via the legacy dashboard. On the new dashboard, their submissions timed out.  How to reproduce? Step by step. • Unable to. Im able to create agents without issue.  Expected behavior? • Agent creation shouldn't time out.  Company id: 179401 MRR at risk:€2,034.50 Link to logs: • Attached HAR file and screenshot of logs.  May have been a temporary issue but since they managed to create the same agent through legacy I figured I'd submit this. Could you please take a look? Thank you! AttachmentsScreenshot 2025-02-20 at 8.22.38 PM.png User Creation Timeout.har Screenshot 2025-02-20 at 17.59.22.png • Please see Zendesk Support tab for further comments and attachments."
